Medicine ID,Medicine Name,Category,Batch ID,Manufacture Date,Expiry Date,Shelf Life (days),Stock Quantity,Unit,Reorder Level,Storage Condition,Status,Total Sold,Active Days,Avg Daily Sales,Restock Count,Product Shelf Life,Days to Expiry,Days Cover,Velocity,Est Wastage,Stock Turnover,Expiry Risk Score,Risk Label,Risk Level,Slow Moving
MED007,Omeprazole 20mg,Antacid,BCH-007-01,2023-06-25,2025-06-24,730,57,Strips,79,Cool & Dry,Near Expiry,80,4,20.0,3,730,-321,2.85,Normal,6477.0,1.4035,100.0,1,High Risk,0
MED007,Omeprazole 20mg,Antacid,BCH-007-02,2024-02-06,2026-02-05,730,29,Strips,35,Room Temp,Low Stock,80,4,20.0,3,730,-95,1.45,Normal,1929.0,2.7586,86.25,1,High Risk,0
MED007,Omeprazole 20mg,Antacid,BCH-007-03,2023-09-01,2025-08-31,730,374,Strips,51,Refrigerate,Active,80,4,20.0,3,730,-253,18.7,Normal,5434.0,0.2139,100.0,1,High Risk,0
MED007,Omeprazole 20mg,Antacid,BCH-007-04,2023-10-12,2025-10-11,730,65,Strips,62,Refrigerate,Active,80,4,20.0,3,730,-212,3.25,Normal,4305.0,1.2308,100.0,1,High Risk,0
MED007,Omeprazole 20mg,Antacid,BCH-007-05,2023-11-22,2025-11-21,730,135,Strips,53,Cool & Dry,Active,80,4,20.0,3,730,-171,6.75,Normal,3555.0,0.5926,100.0,1,High Risk,0
MED007,Omeprazole 20mg,Antacid,BCH-007-06,2024-01-08,2026-01-07,730,475,Strips,54,Refrigerate,Active,80,4,20.0,3,730,-124,23.75,Normal,2955.0,0.1684,100.0,1,High Risk,0
MED008,Azithromycin 250mg,Antibiotic,BCH-008-01,2024-09-15,2025-09-15,365,365,Strips,39,Refrigerate,Active,90,6,15.0,3,365,-238,24.333333333333332,Low,3935.0,0.2466,100.0,1,High Risk,1
MED008,Azithromycin 250mg,Antibiotic,BCH-008-02,2024-12-13,2025-12-13,365,224,Strips,77,Room Temp,Active,90,6,15.0,3,365,-149,14.933333333333334,Low,2459.0,0.4018,100.0,1,High Risk,1
MED008,Azithromycin 250mg,Antibiotic,BCH-008-03,2024-10-09,2025-10-09,365,115,Strips,24,Refrigerate,Active,90,6,15.0,3,365,-214,7.666666666666667,Low,3325.0,0.7826,100.0,1,High Risk,1
MED008,Azithromycin 250mg,Antibiotic,BCH-008-04,2025-03-15,2026-03-15,365,117,Bottles,57,Room Temp,Active,90,6,15.0,3,365,-57,7.8,Low,972.0,0.7692,100.0,1,High Risk,1
MED008,Azithromycin 250mg,Antibiotic,BCH-008-05,2024-07-05,2025-07-05,365,117,Strips,24,Cool & Dry,Near Expiry,90,6,15.0,3,365,-310,7.8,Low,4767.0,0.7692,100.0,1,High Risk,1
MED008,Azithromycin 250mg,Antibiotic,BCH-008-06,2024-07-11,2025-07-11,365,263,Bottles,35,Cool & Dry,Near Expiry,90,6,15.0,3,365,-304,17.533333333333335,Low,4823.0,0.3422,100.0,1,High Risk,1
MED009,Vitamin C 500mg,Vitamin,BCH-009-01,2021-08-18,2026-08-17,1825,276,Strips,28,Refrigerate,Active,132,7,18.86,3,1825,98,14.634146341463415,Normal,0.0,0.4783,34.63,0,Medium Risk,0
MED009,Vitamin C 500mg,Vitamin,BCH-009-02,2023-08-30,2028-08-28,1825,242,Strips,35,Cool & Dry,Active,132,7,18.86,3,1825,840,12.831389183457052,Normal,0.0,0.5455,0.0,0,Low Risk,0
MED009,Vitamin C 500mg,Vitamin,BCH-009-03,2021-06-30,2026-06-29,1825,48,Strips,26,Cool & Dry,Active,132,7,18.86,3,1825,49,2.545068928950159,Normal,0.0,2.75,37.32,0,Medium Risk,0
MED009,Vitamin C 500mg,Vitamin,BCH-009-04,2022-10-21,2027-10-20,1825,210,Strips,49,Room Temp,Active,132,7,18.86,3,1825,527,11.134676564156946,Normal,0.0,0.6286,11.12,0,Low Risk,0
MED009,Vitamin C 500mg,Vitamin,BCH-009-05,2024-03-16,2029-03-15,1825,334,Bottles,61,Cool & Dry,Active,132,7,18.86,3,1825,1039,17.709437963944858,Normal,0.0,0.3952,0.0,0,Low Risk,0
MED009,Vitamin C 500mg,Vitamin,BCH-009-06,2024-07-06,2029-07-05,1825,173,Strips,71,Room Temp,Active,132,7,18.86,3,1825,1151,9.172852598091199,Normal,0.0,0.763,0.0,0,Low Risk,0
MED010,Vitamin D3 1000IU,Vitamin,BCH-010-01,2021-07-03,2026-07-02,1825,97,Strips,54,Cool & Dry,Active,87,7,12.43,3,1825,52,7.803700724054707,Low,0.0,0.8969,37.15,0,Medium Risk,1
MED010,Vitamin D3 1000IU,Vitamin,BCH-010-02,2021-06-16,2026-06-15,1825,142,Bottles,49,Room Temp,Active,87,7,12.43,3,1825,35,11.423974255832663,Low,0.0,0.6127,38.08,0,Medium Risk,1
MED010,Vitamin D3 1000IU,Vitamin,BCH-010-03,2022-11-30,2027-11-29,1825,413,Strips,75,Room Temp,Active,87,7,12.43,3,1825,567,33.2260659694288,Low,0.0,0.2107,8.93,0,Low Risk,1
MED010,Vitamin D3 1000IU,Vitamin,BCH-010-04,2020-09-17,2025-09-16,1825,333,Strips,54,Room Temp,Active,87,7,12.43,3,1825,-237,26.79002413515688,Low,3279.0,0.2613,100.0,1,High Risk,1
MED010,Vitamin D3 1000IU,Vitamin,BCH-010-05,2024-08-27,2029-08-26,1825,434,Bottles,35,Cool & Dry,Active,87,7,12.43,3,1825,1203,34.915526950925184,Low,0.0,0.2005,0.0,0,Low Risk,1
MED010,Vitamin D3 1000IU,Vitamin,BCH-010-06,2023-02-16,2028-02-15,1825,109,Strips,75,Room Temp,Active,87,7,12.43,3,1825,645,8.769106999195495,Low,0.0,0.7982,4.66,0,Low Risk,1
MED011,Fluconazole 150mg,Antifungal,BCH-011-01,2023-11-21,2025-11-20,730,194,Strips,20,Cool & Dry,Active,53,4,13.25,3,730,-172,14.641509433962264,Low,2473.0,0.2732,100.0,1,High Risk,1
MED011,Fluconazole 150mg,Antifungal,BCH-011-02,2024-09-13,2026-09-13,730,146,Strips,47,Refrigerate,Active,53,4,13.25,3,730,125,11.018867924528301,Low,0.0,0.363,33.15,0,Medium Risk,1
MED011,Fluconazole 150mg,Antifungal,BCH-011-03,2024-12-26,2026-12-26,730,338,Strips,65,Room Temp,Active,53,4,13.25,3,730,229,25.50943396226415,Low,0.0,0.1568,27.45,0,Low Risk,1
MED011,Fluconazole 150mg,Antifungal,BCH-011-04,2024-04-04,2026-04-04,730,111,Strips,23,Refrigerate,Active,53,4,13.25,3,730,-37,8.377358490566039,Low,601.0,0.4775,100.0,1,High Risk,1
MED011,Fluconazole 150mg,Antifungal,BCH-011-05,2023-08-07,2025-08-06,730,382,Bottles,40,Refrigerate,Active,53,4,13.25,3,730,-278,28.830188679245282,Low,4066.0,0.1387,100.0,1,High Risk,1
MED011,Fluconazole 150mg,Antifungal,BCH-011-06,2024-10-06,2026-10-06,730,257,Strips,78,Room Temp,Active,53,4,13.25,3,730,148,19.39622641509434,Low,0.0,0.2062,31.89,0,Medium Risk,1
MED012,Acyclovir 400mg,Antiviral,BCH-012-01,2023-08-03,2025-08-02,730,491,Bottles,52,Room Temp,Near Expiry,56,5,11.2,3,730,-282,43.839285714285715,Low,3649.0,0.1141,100.0,1,High Risk,1
MED012,Acyclovir 400mg,Antiviral,BCH-012-02,2023-08-15,2025-08-14,730,304,Strips,24,Room Temp,Active,56,5,11.2,3,730,-270,27.142857142857146,Low,3328.0,0.1842,100.0,1,High Risk,1
MED012,Acyclovir 400mg,Antiviral,BCH-012-03,2024-07-23,2026-07-23,730,61,Strips,80,Room Temp,Low Stock,56,5,11.2,3,730,73,5.446428571428572,Low,0.0,0.918,36.0,0,Medium Risk,1
MED012,Acyclovir 400mg,Antiviral,BCH-012-04,2025-01-18,2027-01-18,730,304,Strips,22,Cool & Dry,Active,56,5,11.2,3,730,252,27.142857142857146,Low,0.0,0.1842,26.19,0,Low Risk,1
MED012,Acyclovir 400mg,Antiviral,BCH-012-05,2025-01-23,2027-01-23,730,289,Strips,53,Cool & Dry,Active,56,5,11.2,3,730,257,25.80357142857143,Low,0.0,0.1938,25.92,0,Low Risk,1
MED012,Acyclovir 400mg,Antiviral,BCH-012-06,2024-01-01,2025-12-31,730,342,Strips,65,Cool & Dry,Active,56,5,11.2,3,730,-131,30.53571428571429,Low,1809.0,0.1637,100.0,1,High Risk,1
MED013,Aspirin 75mg,Analgesic,BCH-013-01,2024-08-24,2027-08-24,1095,67,Strips,62,Cool & Dry,Active,97,6,16.17,3,1095,470,4.1434755720470005,Normal,0.0,1.4478,14.25,0,Low Risk,0
MED013,Aspirin 75mg,Analgesic,BCH-013-02,2024-03-14,2027-03-14,1095,475,Strips,68,Room Temp,Active,97,6,16.17,3,1095,307,29.37538651824366,Normal,0.0,0.2042,23.18,0,Low Risk,0
MED013,Aspirin 75mg,Analgesic,BCH-013-03,2024-12-30,2027-12-30,1095,318,Strips,56,Room Temp,Active,97,6,16.17,3,1095,598,19.666048237476808,Normal,0.0,0.305,7.23,0,Low Risk,0
MED013,Aspirin 75mg,Analgesic,BCH-013-04,2023-08-16,2026-08-15,1095,259,Bottles,36,Cool & Dry,Active,97,6,16.17,3,1095,96,16.017316017316016,Normal,0.0,0.3745,34.74,0,Medium Risk,0
MED013,Aspirin 75mg,Analgesic,BCH-013-05,2022-10-24,2025-10-23,1095,450,Strips,35,Room Temp,Active,97,6,16.17,3,1095,-200,27.829313543599255,Normal,3684.0,0.2156,100.0,1,High Risk,0
MED013,Aspirin 75mg,Analgesic,BCH-013-06,2024-11-19,2027-11-19,1095,426,Strips,54,Refrigerate,Active,97,6,16.17,3,1095,557,26.345083487940627,Normal,0.0,0.2277,9.48,0,Low Risk,0
MED014,Atorvastatin 10mg,Antihypertensive,BCH-014-01,2022-06-22,2025-06-21,1095,341,Strips,72,Refrigerate,Near Expiry,90,6,15.0,3,1095,-324,22.733333333333334,Low,5201.0,0.2639,100.0,1,High Risk,1
MED014,Atorvastatin 10mg,Antihypertensive,BCH-014-02,2023-01-04,2026-01-03,1095,480,Bottles,76,Room Temp,Active,90,6,15.0,3,1095,-128,32.0,Low,2400.0,0.1875,100.0,1,High Risk,1
MED014,Atorvastatin 10mg,Antihypertensive,BCH-014-03,2023-01-11,2026-01-10,1095,380,Bottles,55,Cool & Dry,Active,90,6,15.0,3,1095,-121,25.333333333333332,Low,2195.0,0.2368,100.0,1,High Risk,1
MED014,Atorvastatin 10mg,Antihypertensive,BCH-014-04,2023-08-11,2026-08-10,1095,367,Bottles,41,Refrigerate,Active,90,6,15.0,3,1095,91,24.466666666666665,Low,0.0,0.2452,35.01,0,Medium Risk,1
MED014,Atorvastatin 10mg,Antihypertensive,BCH-014-05,2023-11-28,2026-11-27,1095,258,Bottles,51,Room Temp,Active,90,6,15.0,3,1095,200,17.2,Low,0.0,0.3488,29.04,0,Low Risk,1
MED014,Atorvastatin 10mg,Antihypertensive,BCH-014-06,2022-12-12,2025-12-11,1095,324,Strips,47,Room Temp,Active,90,6,15.0,3,1095,-151,21.6,Low,2589.0,0.2778,100.0,1,High Risk,1
MED015,Pantoprazole 40mg,Antacid,BCH-015-01,2023-06-09,2025-06-08,730,170,Bottles,69,Cool & Dry,Near Expiry,67,5,13.4,3,730,-337,12.686567164179104,Low,4686.0,0.3941,100.0,1,High Risk,1
MED015,Pantoprazole 40mg,Antacid,BCH-015-02,2023-11-18,2025-11-17,730,379,Strips,48,Cool & Dry,Active,67,5,13.4,3,730,-175,28.283582089552237,Low,2724.0,0.1768,100.0,1,High Risk,1
MED015,Pantoprazole 40mg,Antacid,BCH-015-03,2024-12-31,2026-12-31,730,4,Bottles,27,Refrigerate,Low Stock,67,5,13.4,3,730,234,0.29850746268656714,Low,0.0,16.75,27.18,0,Low Risk,0
MED015,Pantoprazole 40mg,Antacid,BCH-015-04,2023-11-05,2025-11-04,730,279,Strips,22,Refrigerate,Active,67,5,13.4,3,730,-188,20.82089552238806,Low,2798.0,0.2401,100.0,1,High Risk,1
MED015,Pantoprazole 40mg,Antacid,BCH-015-05,2024-12-22,2026-12-22,730,75,Bottles,47,Cool & Dry,Active,67,5,13.4,3,730,225,5.597014925373134,Low,0.0,0.8933,27.67,0,Low Risk,1
MED015,Pantoprazole 40mg,Antacid,BCH-015-06,2024-06-13,2026-06-13,730,460,Strips,79,Room Temp,Active,67,5,13.4,3,730,33,34.32835820895522,Low,18.0,0.1457,40.57,0,Medium Risk,1
MED016,Doxycycline 100mg,Antibiotic,BCH-016-01,2024-12-05,2025-12-05,365,107,Bottles,63,Room Temp,Active,139,7,19.86,3,365,-157,5.387713997985902,Normal,3225.0,1.2991,100.0,1,High Risk,0
MED016,Doxycycline 100mg,Antibiotic,BCH-016-02,2024-12-03,2025-12-03,365,399,Strips,55,Cool & Dry,Active,139,7,19.86,3,365,-159,20.090634441087612,Normal,3557.0,0.3484,100.0,1,High Risk,0
MED016,Doxycycline 100mg,Antibiotic,BCH-016-03,2024-08-23,2025-08-23,365,473,Bottles,79,Room Temp,Active,139,7,19.86,3,365,-261,23.81671701913394,Normal,5656.0,0.2939,100.0,1,High Risk,0
MED016,Doxycycline 100mg,Antibiotic,BCH-016-04,2024-09-03,2025-09-03,365,451,Bottles,46,Refrigerate,Active,139,7,19.86,3,365,-250,22.708962739174222,Normal,5416.0,0.3082,100.0,1,High Risk,0
MED016,Doxycycline 100mg,Antibiotic,BCH-016-05,2024-11-22,2025-11-22,365,400,Strips,79,Refrigerate,Active,139,7,19.86,3,365,-170,20.14098690835851,Normal,3776.0,0.3475,100.0,1,High Risk,0
MED016,Doxycycline 100mg,Antibiotic,BCH-016-06,2024-10-10,2025-10-10,365,136,Strips,30,Room Temp,Active,139,7,19.86,3,365,-213,6.847935548841893,Normal,4366.0,1.0221,100.0,1,High Risk,0
MED017,Glibenclamide 5mg,Antidiabetic,BCH-017-01,2024-07-01,2026-07-01,730,446,Strips,22,Room Temp,Active,13,2,6.5,3,730,51,68.61538461538461,Low,114.0,0.0291,54.79,0,Medium Risk,1
MED017,Glibenclamide 5mg,Antidiabetic,BCH-017-02,2023-12-27,2025-12-26,730,418,Strips,78,Cool & Dry,Active,13,2,6.5,3,730,-136,64.3076923076923,Low,1302.0,0.0311,100.0,1,High Risk,1
MED017,Glibenclamide 5mg,Antidiabetic,BCH-017-03,2024-01-25,2026-01-24,730,114,Strips,21,Cool & Dry,Active,13,2,6.5,3,730,-107,17.53846153846154,Low,810.0,0.114,100.0,1,High Risk,1
MED017,Glibenclamide 5mg,Antidiabetic,BCH-017-04,2024-05-07,2026-05-07,730,142,Bottles,75,Cool & Dry,Active,13,2,6.5,3,730,-4,21.846153846153847,Low,168.0,0.0915,100.0,1,High Risk,1
MED017,Glibenclamide 5mg,Antidiabetic,BCH-017-05,2024-05-30,2026-05-30,730,328,Strips,52,Refrigerate,Active,13,2,6.5,3,730,19,50.46153846153846,Low,204.0,0.0396,85.73,1,High Risk,1
MED017,Glibenclamide 5mg,Antidiabetic,BCH-017-06,2024-05-10,2026-05-10,730,480,Bottles,21,Cool & Dry,Active,13,2,6.5,3,730,-1,73.84615384615384,Low,486.0,0.0271,100.0,1,High Risk,1
MED018,Losartan 50mg,Antihypertensive,BCH-018-01,2023-06-06,2026-06-05,1095,297,Bottles,36,Refrigerate,Active,129,8,16.12,3,1095,25,18.424317617866002,Normal,0.0,0.4343,38.63,0,Medium Risk,0
MED018,Losartan 50mg,Antihypertensive,BCH-018-02,2024-11-11,2027-11-11,1095,176,Strips,66,Cool & Dry,Active,129,8,16.12,3,1095,549,10.918114143920596,Normal,0.0,0.733,9.92,0,Low Risk,0
MED018,Losartan 50mg,Antihypertensive,BCH-018-03,2023-01-28,2026-01-27,1095,197,Strips,77,Cool & Dry,Active,129,8,16.12,3,1095,-104,12.220843672456574,Normal,1873.0,0.6548,100.0,1,High Risk,0
MED018,Losartan 50mg,Antihypertensive,BCH-018-04,2022-09-04,2025-09-03,1095,362,Bottles,47,Refrigerate,Active,129,8,16.12,3,1095,-250,22.456575682382134,Normal,4392.0,0.3564,100.0,1,High Risk,0
MED018,Losartan 50mg,Antihypertensive,BCH-018-05,2023-07-14,2026-07-13,1095,186,Bottles,47,Refrigerate,Active,129,8,16.12,3,1095,63,11.538461538461538,Normal,0.0,0.6935,36.55,0,Medium Risk,0
MED018,Losartan 50mg,Antihypertensive,BCH-018-06,2024-04-12,2027-04-12,1095,319,Strips,40,Room Temp,Active,129,8,16.12,3,1095,336,19.789081885856078,Normal,0.0,0.4044,21.59,0,Low Risk,0
MED019,Loratadine 10mg,Antihistamine,BCH-019-01,2024-04-08,2026-04-08,730,259,Strips,39,Cool & Dry,Active,95,5,19.0,3,730,-33,13.631578947368421,Normal,886.0,0.3668,100.0,1,High Risk,0
MED019,Loratadine 10mg,Antihistamine,BCH-019-02,2024-07-22,2026-07-22,730,356,Strips,38,Room Temp,Active,95,5,19.0,3,730,72,18.736842105263158,Normal,0.0,0.2669,36.05,0,Medium Risk,0
MED019,Loratadine 10mg,Antihistamine,BCH-019-03,2024-08-09,2026-08-09,730,340,Strips,80,Refrigerate,Active,95,5,19.0,3,730,90,17.894736842105264,Normal,0.0,0.2794,35.07,0,Medium Risk,0
MED019,Loratadine 10mg,Antihistamine,BCH-019-04,2023-12-01,2025-11-30,730,315,Strips,56,Refrigerate,Active,95,5,19.0,3,730,-162,16.57894736842105,Normal,3393.0,0.3016,100.0,1,High Risk,0
MED019,Loratadine 10mg,Antihistamine,BCH-019-05,2023-06-06,2025-06-05,730,155,Bottles,38,Refrigerate,Near Expiry,95,5,19.0,3,730,-340,8.157894736842104,Normal,6615.0,0.6129,100.0,1,High Risk,0
MED019,Loratadine 10mg,Antihistamine,BCH-019-06,2025-02-16,2027-02-16,730,335,Strips,40,Cool & Dry,Active,95,5,19.0,3,730,281,17.63157894736842,Normal,0.0,0.2836,24.6,0,Low Risk,0
MED020,Multivitamin Tab,Vitamin,BCH-020-01,2023-08-17,2026-08-16,1095,261,Strips,50,Refrigerate,Active,66,5,13.2,3,1095,97,19.772727272727273,Low,0.0,0.2529,34.68,0,Medium Risk,1
MED020,Multivitamin Tab,Vitamin,BCH-020-02,2023-05-19,2026-05-18,1095,337,Bottles,25,Refrigerate,Active,66,5,13.2,3,1095,7,25.53030303030303,Low,245.0,0.1958,90.06,1,High Risk,1
MED020,Multivitamin Tab,Vitamin,BCH-020-03,2024-04-22,2027-04-22,1095,47,Strips,72,Room Temp,Low Stock,66,5,13.2,3,1095,346,3.560606060606061,Low,0.0,1.4043,21.04,0,Low Risk,0
MED020,Multivitamin Tab,Vitamin,BCH-020-04,2024-03-02,2027-03-02,1095,115,Bottles,71,Room Temp,Active,66,5,13.2,3,1095,295,8.712121212121213,Low,0.0,0.5739,23.84,0,Low Risk,1
MED020,Multivitamin Tab,Vitamin,BCH-020-05,2022-09-08,2025-09-07,1095,125,Strips,50,Room Temp,Active,66,5,13.2,3,1095,-246,9.46969696969697,Low,3372.0,0.528,100.0,1,High Risk,1
MED020,Multivitamin Tab,Vitamin,BCH-020-06,2024-12-24,2027-12-24,1095,212,Strips,76,Room Temp,Active,66,5,13.2,3,1095,592,16.060606060606062,Low,0.0,0.3113,7.56,0,Low Risk,1
